LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME
32.55320556,32.55320556,-82.68998056,-82.68998056
33.94748333,33.94748333,-83.63993056,-83.63993056
33.70926944,33.70926944,-84.34948611,-84.34948611
34.78506944,34.78506944,-83.74531944,-83.74531944
33.64791667,33.64791667,-84.01201389,-84.01201389
33.60003611,33.60003611,-84.545725,-84.545725
33.52778889,33.52778889,-84.22790278,-84.22790278
33.91531111,33.91531111,-84.34705,-84.34705
33.69229444,33.69229444,-84.34910556,-84.34910556
34.913375,34.913375,-85.10543333,-85.10543333
33.93416667,33.93416667,-84.35771389,-84.35771389
33.92602222,33.92602222,-84.74808056,-84.74808056
32.21043333,32.21043333,-81.33952778,-81.33952778
34.02215556,34.02215556,-83.76508889,-83.76508889
33.33033333,33.33033333,-83.06590556,-83.06590556
34.05980278,34.05980278,-83.415125,-83.415125
33.65318056,33.65318056,-84.39599444,-84.39599444
33.04815556,33.04815556,-81.94281944,-81.94281944
33.85026389,33.85026389,-84.20658333,-84.20658333
31.13425,31.13425,-84.23266944,-84.23266944
33.83586944,33.83586944,-83.35834722,-83.35834722
34.94180556,34.94180556,-85.16806111,-85.16806111
31.71340278,31.71340278,-82.92882778,-82.92882778
33.89181667,33.89181667,-83.966475,-83.966475
31.83660833,31.83660833,-81.53678333,-81.53678333
33.74178889,33.74178889,-84.39151944,-84.39151944
33.61618056,33.61618056,-84.44102778,-84.44102778
33.52944167,33.52944167,-84.36329167,-84.36329167
34.39054444,34.39054444,-84.43427778,-84.43427778
33.91797778,33.91797778,-84.86497778,-84.86497778
33.39594167,33.39594167,-85.25311111,-85.25311111
32.06361944,32.06361944,-83.37317222,-83.37317222
33.54057778,33.54057778,-84.66444167,-84.66444167
33.31981111,33.31981111,-83.40813889,-83.40813889
33.80464167,33.80464167,-84.61963333,-84.61963333
33.85755556,33.85755556,-84.34589444,-84.34589444
32.71804444,32.71804444,-83.74698333,-83.74698333
33.75072778,33.75072778,-84.384475,-84.384475
33.79776111,33.79776111,-84.64448333,-84.64448333
31.41401389,31.41401389,-83.44265278,-83.44265278
31.70589167,31.70589167,-82.32288056,-82.32288056
34.75863611,34.75863611,-83.39668611,-83.39668611
33.81060278,33.81060278,-84.97483056,-84.97483056
34.12955,34.12955,-84.68469444,-84.68469444
33.67542778,33.67542778,-84.44158611,-84.44158611
32.56124722,32.56124722,-84.15914167,-84.15914167
31.5439,31.5439,-81.53471111,-81.53471111
31.17425,31.17425,-81.504675,-81.504675
33.88529444,33.88529444,-83.55592778,-83.55592778
33.74643889,33.74643889,-84.56071667,-84.56071667
32.61631389,32.61631389,-83.69576944,-83.69576944
33.72455556,33.72455556,-84.23420278,-84.23420278
33.59503889,33.59503889,-84.49677222,-84.49677222
32.12854722,32.12854722,-83.41091389,-83.41091389
34.41369167,34.41369167,-83.18113056,-83.18113056
32.18254167,32.18254167,-81.89035556,-81.89035556
31.79838333,31.79838333,-82.701875,-82.701875
31.87827778,31.87827778,-82.18453889,-82.18453889
34.17385556,34.17385556,-84.78668056,-84.78668056
30.80786111,30.80786111,-84.01713333,-84.01713333
31.68482778,31.68482778,-84.82170278,-84.82170278
32.30621111,32.30621111,-84.00047222,-84.00047222
34.92914444,34.92914444,-84.02761111,-84.02761111
31.47063333,31.47063333,-84.56421944,-84.56421944
34.673525,34.673525,-84.63139444,-84.63139444
33.43635833,33.43635833,-83.84654444,-83.84654444
33.72210833,33.72210833,-84.39456111,-84.39456111
33.01787222,33.01787222,-83.33721667,-83.33721667
32.30616667,32.30616667,-82.49656944,-82.49656944
32.73272778,32.73272778,-84.71368333,-84.71368333
32.32485833,32.32485833,-81.40543056,-81.40543056
32.21656389,32.21656389,-81.54656389,-81.54656389
32.43986111,32.43986111,-84.10301389,-84.10301389
33.57766111,33.57766111,-84.34551111,-84.34551111
32.49357222,32.49357222,-82.93046944,-82.93046944
33.350375,33.350375,-84.48817222,-84.48817222
32.59371944,32.59371944,-82.79835833,-82.79835833
31.49945556,31.49945556,-82.24658333,-82.24658333
34.31527222,34.31527222,-84.06409167,-84.06409167
31.20342222,31.20342222,-83.96178611,-83.96178611
33.03768333,33.03768333,-84.86440278,-84.86440278
34.08865556,34.08865556,-84.06196389,-84.06196389
32.48541944,32.48541944,-84.93563889,-84.93563889
33.61508889,33.61508889,-84.51529722,-84.51529722
32.98080278,32.98080278,-84.15190278,-84.15190278
33.86892778,33.86892778,-84.01551389,-84.01551389
33.92209167,33.92209167,-84.21920556,-84.21920556
33.774025,33.774025,-83.70326944,-83.70326944
32.58294167,32.58294167,-84.79041111,-84.79041111
31.90146944,31.90146944,-81.86641667,-81.86641667
34.02258333,34.02258333,-85.35845,-85.35845
34.98341944,34.98341944,-85.20026667,-85.20026667
33.72193611,33.72193611,-84.39496944,-84.39496944
33.66871389,33.66871389,-84.19797222,-84.19797222
30.97835556,30.97835556,-84.81795556,-84.81795556
33.56670556,33.56670556,-84.53296944,-84.53296944
31.21965556,31.21965556,-82.37411667,-82.37411667
32.56499444,32.56499444,-81.83677778,-81.83677778
33.75187222,33.75187222,-84.46748056,-84.46748056
34.56565556,34.56565556,-84.89326389,-84.89326389
33.88703056,33.88703056,-84.47996111,-84.47996111
33.85017778,33.85017778,-84.23827778,-84.23827778
30.80274722,30.80274722,-81.99135278,-81.99135278
33.41190278,33.41190278,-84.84325556,-84.84325556
30.37306111,30.37306111,-82.13996389,-82.13996389
31.78953056,31.78953056,-82.38555,-82.38555
34.18226111,34.18226111,-83.59989444,-83.59989444
33.60661667,33.60661667,-84.40404167,-84.40404167
33.71628056,33.71628056,-82.36149722,-82.36149722
32.353025,32.353025,-83.02701111,-83.02701111
32.72368056,32.72368056,-83.75976111,-83.75976111
33.697225,33.697225,-84.40515,-84.40515
33.92389444,33.92389444,-84.18513056,-84.18513056
33.543125,33.543125,-83.87561667,-83.87561667
33.08552222,33.08552222,-82.71792222,-82.71792222
34.04506111,34.04506111,-84.52964444,-84.52964444
31.49748611,31.49748611,-82.87298889,-82.87298889
33.89716667,33.89716667,-84.44981944,-84.44981944
32.92828611,32.92828611,-83.73118056,-83.73118056
32.54645833,32.54645833,-83.75726111,-83.75726111
31.2884,31.2884,-83.47664722,-83.47664722
33.69296389,33.69296389,-84.95296944,-84.95296944
33.35796389,33.35796389,-82.04397222,-82.04397222
33.60613889,33.60613889,-84.92342778,-84.92342778
34.05945556,34.05945556,-85.30559722,-85.30559722
33.60999444,33.60999444,-84.40295556,-84.40295556
34.07045,34.07045,-84.2152,-84.2152
33.59741111,33.59741111,-84.40659444,-84.40659444
34.27934444,34.27934444,-85.12634167,-85.12634167
32.58196389,32.58196389,-85.01875556,-85.01875556
34.28169167,34.28169167,-83.81599167,-83.81599167
33.96736389,33.96736389,-85.26078056,-85.26078056
34.85283333,34.85283333,-85.49578056,-85.49578056
31.99758611,31.99758611,-81.25825556,-81.25825556
31.95795278,31.95795278,-81.33105,-81.33105
33.84013056,33.84013056,-84.58723333,-84.58723333
32.88939444,32.88939444,-85.14063056,-85.14063056
34.96568611,34.96568611,-85.19332778,-85.19332778
30.87834722,30.87834722,-84.00672778,-84.00672778
32.56124444,32.56124444,-84.23377778,-84.23377778
34.97154167,34.97154167,-85.44260278,-85.44260278
32.49396389,32.49396389,-82.96372778,-82.96372778
32.08385278,32.08385278,-83.76340556,-83.76340556
31.20050833,31.20050833,-82.12149444,-82.12149444
31.57559167,31.57559167,-84.18870833,-84.18870833
31.57158611,31.57158611,-84.11159722,-84.11159722
34.07766389,34.07766389,-83.82932222,-83.82932222
32.86962778,32.86962778,-83.69704444,-83.69704444
33.95942778,33.95942778,-83.66394444,-83.66394444
32.84393611,32.84393611,-83.83381111,-83.83381111
33.81033333,33.81033333,-84.26659722,-84.26659722
34.20633889,34.20633889,-84.14931667,-84.14931667
33.899725,33.899725,-84.54052778,-84.54052778
33.55936944,33.55936944,-84.51390278,-84.51390278
33.55438056,33.55438056,-83.92799444,-83.92799444
34.11871944,34.11871944,-83.72445278,-83.72445278
31.09878056,31.09878056,-83.48271389,-83.48271389
31.46304444,31.46304444,-83.46568889,-83.46568889
34.53074444,34.53074444,-84.01468611,-84.01468611
30.81914167,30.81914167,-84.88015833,-84.88015833
34.84998889,34.84998889,-85.35473333,-85.35473333
33.66711944,33.66711944,-85.15041944,-85.15041944
31.06064722,31.06064722,-84.43924444,-84.43924444
31.41160278,31.41160278,-84.51430556,-84.51430556
32.63936944,32.63936944,-82.80351667,-82.80351667
34.76779167,34.76779167,-85.05238333,-85.05238333
33.22431667,33.22431667,-83.98202778,-83.98202778
33.757075,33.757075,-84.46888611,-84.46888611
33.76370833,33.76370833,-84.23015556,-84.23015556
33.75963056,33.75963056,-84.38218333,-84.38218333
33.7738,33.7738,-84.36113889,-84.36113889
33.57244722,33.57244722,-84.3074,-84.3074
33.58763333,33.58763333,-82.11864167,-82.11864167
33.83190278,33.83190278,-82.54562778,-82.54562778
34.84768611,34.84768611,-85.01730556,-85.01730556
34.12711667,34.12711667,-84.75630556,-84.75630556
31.66840833,31.66840833,-84.71203611,-84.71203611
31.87295278,31.87295278,-82.59425,-82.59425
33.53098056,33.53098056,-83.80587778,-83.80587778
33.89729722,33.89729722,-84.06600556,-84.06600556
33.59106667,33.59106667,-84.351075,-84.351075
34.11828611,34.11828611,-83.76016944,-83.76016944
32.13529167,32.13529167,-81.24001667,-81.24001667
32.554525,32.554525,-83.862275,-83.862275
31.58993611,31.58993611,-81.95209722,-81.95209722
31.71331944,31.71331944,-83.19115,-83.19115
31.92370556,31.92370556,-83.80568333,-83.80568333
33.56012778,33.56012778,-82.5146,-82.5146
31.960875,31.960875,-83.42288611,-83.42288611
30.99393333,30.99393333,-83.51394444,-83.51394444
34.01905833,34.01905833,-83.66209722,-83.66209722
33.56385,33.56385,-85.21363056,-85.21363056
31.23116667,31.23116667,-81.51702778,-81.51702778
33.38482778,33.38482778,-84.130225,-84.130225
33.96206667,33.96206667,-84.02663056,-84.02663056
33.62320833,33.62320833,-83.59249444,-83.59249444
31.12982222,31.12982222,-82.26671667,-82.26671667
31.42969167,31.42969167,-83.24624722,-83.24624722
34.47596111,34.47596111,-83.96086111,-83.96086111
33.62943889,33.62943889,-83.95571667,-83.95571667
32.074925,32.074925,-81.251975,-81.251975
33.49536389,33.49536389,-84.34350556,-84.34350556
33.58365278,33.58365278,-84.11138611,-84.11138611
31.76218889,31.76218889,-82.75050278,-82.75050278
33.91610833,33.91610833,-84.28478056,-84.28478056
31.95938056,31.95938056,-83.75156389,-83.75156389
33.99115556,33.99115556,-83.19491944,-83.19491944
33.79658333,33.79658333,-84.28506389,-84.28506389
33.7419,33.7419,-84.03851944,-84.03851944
33.71645,33.71645,-84.13107222,-84.13107222
34.20414444,34.20414444,-84.51517222,-84.51517222
32.85221111,32.85221111,-83.76838333,-83.76838333
32.84824722,32.84824722,-83.60769722,-83.60769722
33.80061389,33.80061389,-84.19366944,-84.19366944
33.91550833,33.91550833,-84.85655556,-84.85655556
33.80308889,33.80308889,-84.40780278,-84.40780278
32.45837222,32.45837222,-83.73075,-83.73075
33.70280833,33.70280833,-84.15408611,-84.15408611
33.6129,33.6129,-84.09576944,-84.09576944
32.78492222,32.78492222,-83.66661944,-83.66661944
34.18271111,34.18271111,-85.12851944,-85.12851944
33.78288611,33.78288611,-84.19397778,-84.19397778
32.68418611,32.68418611,-83.67769722,-83.67769722
33.76148333,33.76148333,-84.56551667,-84.56551667
34.05321944,34.05321944,-83.92665,-83.92665
31.78098056,31.78098056,-82.35638611,-82.35638611
34.03147222,34.03147222,-84.43661389,-84.43661389
34.33278611,34.33278611,-83.84203056,-83.84203056
33.76332778,33.76332778,-84.59603333,-84.59603333
32.52813333,32.52813333,-81.69111389,-81.69111389
32.01385833,32.01385833,-83.46616667,-83.46616667
33.04257778,33.04257778,-84.94188056,-84.94188056
31.67144722,31.67144722,-81.91933333,-81.91933333
34.01979167,34.01979167,-84.80606389,-84.80606389
33.61108611,33.61108611,-83.81029444,-83.81029444
33.902625,33.902625,-84.77120556,-84.77120556
33.21553889,33.21553889,-82.38099444,-82.38099444
31.12351389,31.12351389,-82.83826944,-82.83826944
32.94099722,32.94099722,-83.78277222,-83.78277222
32.47897222,32.47897222,-81.80296667,-81.80296667
31.04526111,31.04526111,-84.86798611,-84.86798611
33.41163333,33.41163333,-82.71469722,-82.71469722
32.4596,32.4596,-81.79080556,-81.79080556
33.06038611,33.06038611,-82.59119444,-82.59119444
32.57689444,32.57689444,-83.23550833,-83.23550833
31.062,31.062,-84.19573333,-84.19573333
34.89498889,34.89498889,-83.39303333,-83.39303333
32.05326111,32.05326111,-84.13830278,-84.13830278
33.85671111,33.85671111,-84.53175,-84.53175
33.19540556,33.19540556,-84.84503056,-84.84503056
31.54421667,31.54421667,-82.52025556,-82.52025556
33.30945833,33.30945833,-81.95345,-81.95345
33.91783611,33.91783611,-84.19772778,-84.19772778
32.84172778,32.84172778,-83.56,-83.56
33.38844167,33.38844167,-82.02647222,-82.02647222
32.72069167,32.72069167,-84.712725,-84.712725
34.27760833,34.27760833,-83.90388056,-83.90388056
31.494075,31.494075,-84.03263333,-84.03263333
33.23897778,33.23897778,-84.32512778,-84.32512778
34.08190833,34.08190833,-83.79548056,-83.79548056
34.75911111,34.75911111,-84.73257778,-84.73257778
33.84961389,33.84961389,-84.33876111,-84.33876111
31.16556944,31.16556944,-83.63934167,-83.63934167
30.76116944,30.76116944,-81.64139444,-81.64139444
31.19864444,31.19864444,-83.44551389,-83.44551389
32.43375,32.43375,-82.64610556,-82.64610556
33.51831944,33.51831944,-84.40407222,-84.40407222
33.37572222,33.37572222,-82.11920278,-82.11920278
33.56301667,33.56301667,-84.46858056,-84.46858056
33.56025,33.56025,-84.3714,-84.3714
32.55053611,32.55053611,-83.00362222,-83.00362222
31.96016111,31.96016111,-81.13703056,-81.13703056
31.99121111,31.99121111,-83.04530833,-83.04530833
33.45938889,33.45938889,-84.76293889,-84.76293889
32.13108611,32.13108611,-82.30384444,-82.30384444
32.43606389,32.43606389,-84.92911944,-84.92911944
34.56528056,34.56528056,-84.4739,-84.4739
30.741175,30.741175,-83.31284444,-83.31284444
33.31265833,33.31265833,-84.18911389,-84.18911389
33.97588333,33.97588333,-83.20993889,-83.20993889
32.40738611,32.40738611,-81.76325833,-81.76325833
32.00656667,32.00656667,-81.28132778,-81.28132778
34.17627778,34.17627778,-83.31561389,-83.31561389
33.92563056,33.92563056,-84.06471111,-84.06471111
34.70027222,34.70027222,-84.82014444,-84.82014444
34.77121389,34.77121389,-84.68433611,-84.68433611
33.80424444,33.80424444,-84.57940278,-84.57940278
31.13534722,31.13534722,-81.38901111,-81.38901111
33.30019167,33.30019167,-83.72080833,-83.72080833
33.88438056,33.88438056,-84.26860556,-84.26860556
33.71436944,33.71436944,-84.23805278,-84.23805278
33.83466389,33.83466389,-84.20623333,-84.20623333
33.82273333,33.82273333,-84.11994444,-84.11994444
32.36923333,32.36923333,-82.32355556,-82.32355556
33.69968889,33.69968889,-84.44242222,-84.44242222
34.43567222,34.43567222,-83.63201111,-83.63201111
31.75393889,31.75393889,-81.45895,-81.45895
32.60930556,32.60930556,-83.35122778,-83.35122778
31.56710556,31.56710556,-83.00925278,-83.00925278
34.35834444,34.35834444,-84.88816944,-84.88816944
31.85972778,31.85972778,-81.72325278,-81.72325278
32.14341111,32.14341111,-81.83891667,-81.83891667
33.77833056,33.77833056,-84.54650278,-84.54650278
33.58136389,33.58136389,-84.41157222,-84.41157222
31.40118333,31.40118333,-83.93989167,-83.93989167
33.52065,33.52065,-82.36188056,-82.36188056
33.64190833,33.64190833,-84.97340556,-84.97340556
33.48250278,33.48250278,-84.54821944,-84.54821944
34.26850556,34.26850556,-82.88129722,-82.88129722
33.12860833,33.12860833,-85.00639444,-85.00639444
30.80362222,30.80362222,-84.46960556,-84.46960556
33.2903,33.2903,-84.54154167,-84.54154167
34.37450833,34.37450833,-83.25975278,-83.25975278
32.62539722,32.62539722,-81.635,-81.635
30.72168333,30.72168333,-83.92785,-83.92785
34.35603611,34.35603611,-83.30122222,-83.30122222
33.15861111,33.15861111,-83.83684444,-83.83684444
32.14796667,32.14796667,-81.24718611,-81.24718611
33.73180556,33.73180556,-84.56926944,-84.56926944
33.98363611,33.98363611,-84.34040833,-84.34040833
33.62491111,33.62491111,-84.40183611,-84.40183611
32.87905833,32.87905833,-84.63230278,-84.63230278
33.68818889,33.68818889,-85.11112778,-85.11112778
34.5491,34.5491,-85.04474444,-85.04474444
34.45007222,34.45007222,-83.814575,-83.814575
33.721825,33.721825,-85.10759167,-85.10759167
33.567025,33.567025,-83.79593889,-83.79593889
33.71162222,33.71162222,-84.27161111,-84.27161111
33.6626,33.6626,-84.35271667,-84.35271667
32.14780556,32.14780556,-82.90034167,-82.90034167
33.22360556,33.22360556,-84.28854722,-84.28854722
33.78315833,33.78315833,-84.38221389,-84.38221389
32.07848056,32.07848056,-81.26470833,-81.26470833
32.01524722,32.01524722,-80.97553333,-80.97553333
31.21320556,31.21320556,-81.49051944,-81.49051944
33.74103056,33.74103056,-85.32554722,-85.32554722
33.61444444,33.61444444,-84.34935278,-84.34935278
34.92193056,34.92193056,-85.52784444,-85.52784444
33.50390833,33.50390833,-82.74091944,-82.74091944
32.39764167,32.39764167,-81.98778889,-81.98778889
32.77863333,32.77863333,-83.66301111,-83.66301111
34.51456389,34.51456389,-83.725575,-83.725575
33.83438611,33.83438611,-84.19991111,-84.19991111
34.25637222,34.25637222,-83.90323889,-83.90323889
33.29683611,33.29683611,-84.29139167,-84.29139167
34.737925,34.737925,-85.01853611,-85.01853611
33.84871667,33.84871667,-84.96000278,-84.96000278
30.84836944,30.84836944,-83.94798889,-83.94798889
32.25740556,32.25740556,-84.08568333,-84.08568333
31.16339167,31.16339167,-81.44930833,-81.44930833
33.80623611,33.80623611,-84.83510833,-84.83510833
33.57218889,33.57218889,-83.47735556,-83.47735556
32.67696111,32.67696111,-83.70528333,-83.70528333
31.23839444,31.23839444,-81.53964722,-81.53964722
33.91849167,33.91849167,-83.51941667,-83.51941667
33.27408056,33.27408056,-84.93420278,-84.93420278
33.28775556,33.28775556,-81.91720556,-81.91720556
33.95431111,33.95431111,-84.03615278,-84.03615278
33.63053056,33.63053056,-84.38450556,-84.38450556
33.806575,33.806575,-83.70885833,-83.70885833
33.03046667,33.03046667,-84.83941944,-84.83941944
33.71193056,33.71193056,-85.15400556,-85.15400556
34.23005833,34.23005833,-83.79372778,-83.79372778
34.94633333,34.94633333,-84.31774444,-84.31774444
32.65091667,32.65091667,-83.66048056,-83.66048056
34.73637778,34.73637778,-84.09079167,-84.09079167
33.70342778,33.70342778,-84.16521667,-84.16521667
34.45511389,34.45511389,-84.81998056,-84.81998056
32.571175,32.571175,-83.22886389,-83.22886389
30.76333611,30.76333611,-83.26794722,-83.26794722
31.98002222,31.98002222,-81.10185,-81.10185
33.59217778,33.59217778,-84.13738333,-84.13738333
34.49808333,34.49808333,-85.33296667,-85.33296667
34.24727222,34.24727222,-84.7787,-84.7787
33.88575278,33.88575278,-84.28823611,-84.28823611
33.68361944,33.68361944,-84.23458889,-84.23458889
32.74980556,32.74980556,-84.42215278,-84.42215278
33.02036944,33.02036944,-83.89555556,-83.89555556
31.21359167,31.21359167,-82.30718056,-82.30718056
33.76141667,33.76141667,-84.49950278,-84.49950278
33.90666667,33.90666667,-84.43151667,-84.43151667
33.32395833,33.32395833,-83.90228611,-83.90228611
33.55273889,33.55273889,-84.54165833,-84.54165833
34.00547222,34.00547222,-83.81145556,-83.81145556
34.03999444,34.03999444,-83.98987222,-83.98987222
34.75855556,34.75855556,-85.36594167,-85.36594167
34.84308333,34.84308333,-85.08884444,-85.08884444
32.15458889,32.15458889,-83.79621944,-83.79621944
32.42269722,32.42269722,-84.94688611,-84.94688611
33.40759722,33.40759722,-84.15677222,-84.15677222
34.18296667,34.18296667,-83.44028889,-83.44028889
33.07819167,33.07819167,-83.14172778,-83.14172778
32.26616944,32.26616944,-84.42967778,-84.42967778
32.717975,32.717975,-81.49148056,-81.49148056
31.25107778,31.25107778,-81.96868889,-81.96868889
33.84043889,33.84043889,-84.37698056,-84.37698056
31.36612778,31.36612778,-81.43713333,-81.43713333
34.21472778,34.21472778,-84.07807222,-84.07807222
33.66153889,33.66153889,-84.35572778,-84.35572778
34.16058889,34.16058889,-84.754225,-84.754225
33.72360278,33.72360278,-84.14958889,-84.14958889
33.41508611,33.41508611,-84.70269444,-84.70269444
33.57998333,33.57998333,-83.77876667,-83.77876667
33.76543889,33.76543889,-84.52939722,-84.52939722
33.35945556,33.35945556,-81.98922778,-81.98922778
32.073675,32.073675,-81.24614722,-81.24614722
34.312375,34.312375,-85.38698056,-85.38698056
31.48500556,31.48500556,-81.44705556,-81.44705556
34.91816111,34.91816111,-83.85709167,-83.85709167
34.344175,34.344175,-84.39661111,-84.39661111
33.56034722,33.56034722,-82.10249444,-82.10249444
33.65527222,33.65527222,-84.27249444,-84.27249444
32.79219722,32.79219722,-83.75865278,-83.75865278
33.62994167,33.62994167,-84.039075,-84.039075
33.70976389,33.70976389,-84.11886389,-84.11886389
34.31596389,34.31596389,-85.17523889,-85.17523889
31.51164167,31.51164167,-84.05782222,-84.05782222
34.09199444,34.09199444,-83.58437778,-83.58437778
31.70295556,31.70295556,-81.43677222,-81.43677222
32.59753056,32.59753056,-83.80546667,-83.80546667
32.23776944,32.23776944,-84.09436667,-84.09436667
33.46965278,33.46965278,-82.06210556,-82.06210556
34.02554167,34.02554167,-83.329475,-83.329475
31.84665278,31.84665278,-84.22649444,-84.22649444
34.28213611,34.28213611,-84.0763,-84.0763
31.93740278,31.93740278,-83.35596944,-83.35596944
31.47609444,31.47609444,-82.44929167,-82.44929167
34.42720833,34.42720833,-83.14498333,-83.14498333
33.91896111,33.91896111,-84.54915278,-84.54915278
33.58878611,33.58878611,-84.468975,-84.468975
31.07652222,31.07652222,-83.95574722,-83.95574722
33.23900833,33.23900833,-84.32816111,-84.32816111
32.506975,32.506975,-84.97293333,-84.97293333
34.95315833,34.95315833,-85.26985278,-85.26985278
34.03961111,34.03961111,-84.34266944,-84.34266944
33.71176667,33.71176667,-84.271625,-84.271625
31.15921944,31.15921944,-83.80056667,-83.80056667
31.27484167,31.27484167,-81.52655,-81.52655
33.72934167,33.72934167,-84.30904167,-84.30904167
33.88935,33.88935,-84.17465556,-84.17465556
33.73780278,33.73780278,-84.245,-84.245
33.89578889,33.89578889,-84.26508611,-84.26508611
32.52715278,32.52715278,-83.74323333,-83.74323333
33.31766111,33.31766111,-82.54840833,-82.54840833
33.75146667,33.75146667,-84.45760833,-84.45760833
33.19180833,33.19180833,-84.28649444,-84.28649444
33.47811389,33.47811389,-82.08593056,-82.08593056
33.70351944,33.70351944,-84.16979167,-84.16979167
34.24661389,34.24661389,-84.02550278,-84.02550278
34.15959722,34.15959722,-84.50770556,-84.50770556
33.85297222,33.85297222,-84.40699722,-84.40699722
33.54836111,33.54836111,-83.89543333,-83.89543333
34.08140278,34.08140278,-84.63548333,-84.63548333
31.5495,31.5495,-84.16076389,-84.16076389
33.87505278,33.87505278,-84.02217778,-84.02217778
33.10566667,33.10566667,-84.31194722,-84.31194722
33.76284167,33.76284167,-84.72503333,-84.72503333
32.64333611,32.64333611,-83.70786667,-83.70786667
33.495225,33.495225,-84.283475,-84.283475
33.61626111,33.61626111,-84.44113056,-84.44113056
32.85558056,32.85558056,-83.49499167,-83.49499167
30.82596389,30.82596389,-83.22804722,-83.22804722
34.30229444,34.30229444,-85.17594167,-85.17594167
33.71663056,33.71663056,-84.21552778,-84.21552778
33.26291111,33.26291111,-84.7789,-84.7789
32.82565833,32.82565833,-83.72929722,-83.72929722
33.51068333,33.51068333,-84.63214444,-84.63214444
34.133025,34.133025,-83.91209722,-83.91209722
34.69169167,34.69169167,-84.73260833,-84.73260833
33.60219722,33.60219722,-84.47206389,-84.47206389
31.98298056,31.98298056,-81.17722778,-81.17722778
33.40134444,33.40134444,-84.29212778,-84.29212778
33.33244722,33.33244722,-84.28836667,-84.28836667
34.09805556,34.09805556,-84.53606111,-84.53606111
34.27003889,34.27003889,-83.77949167,-83.77949167
30.814475,30.814475,-81.62997222,-81.62997222
33.78675556,33.78675556,-84.16279444,-84.16279444
32.43649167,32.43649167,-81.81621667,-81.81621667
31.14416389,31.14416389,-83.76745278,-83.76745278
33.95698611,33.95698611,-84.52436389,-84.52436389
33.57974167,33.57974167,-84.37423056,-84.37423056
31.56446111,31.56446111,-82.500175,-82.500175
32.56752778,32.56752778,-81.90552222,-81.90552222
33.42128056,33.42128056,-82.04366667,-82.04366667
33.41985278,33.41985278,-84.07253889,-84.07253889
33.72635833,33.72635833,-84.82866944,-84.82866944
33.75285556,33.75285556,-84.19703056,-84.19703056
31.04490556,31.04490556,-83.13490833,-83.13490833
33.21699722,33.21699722,-84.28861389,-84.28861389
33.23052778,33.23052778,-84.26563611,-84.26563611
31.57475556,31.57475556,-83.86886389,-83.86886389
31.69054167,31.69054167,-84.46448333,-84.46448333
32.01914167,32.01914167,-81.97826667,-81.97826667
33.419275,33.419275,-82.075475,-82.075475
32.53951111,32.53951111,-84.95710556,-84.95710556
34.66038056,34.66038056,-84.44596667,-84.44596667
33.58413333,33.58413333,-83.87760278,-83.87760278
34.87039167,34.87039167,-83.40418056,-83.40418056
33.74508889,33.74508889,-84.38974444,-84.38974444
31.16803611,31.16803611,-83.43432222,-83.43432222
33.62078333,33.62078333,-84.476925,-84.476925
33.09882778,33.09882778,-81.95638889,-81.95638889
33.43125556,33.43125556,-84.19781667,-84.19781667
34.08484167,34.08484167,-84.56636944,-84.56636944
30.88502778,30.88502778,-84.200475,-84.200475
33.81255278,33.81255278,-84.33379167,-84.33379167
32.50455278,32.50455278,-84.961025,-84.961025
33.68498333,33.68498333,-84.30850278,-84.30850278
33.84045833,33.84045833,-84.31193611,-84.31193611
32.63458333,32.63458333,-83.65915278,-83.65915278
32.61828056,32.61828056,-83.66860833,-83.66860833
32.91700556,32.91700556,-82.81364722,-82.81364722
34.73584444,34.73584444,-83.69090833,-83.69090833
34.52423333,34.52423333,-84.52441111,-84.52441111
33.93366667,33.93366667,-83.43726667,-83.43726667
32.85418333,32.85418333,-84.54963333,-84.54963333
34.270375,34.270375,-85.21557778,-85.21557778
34.11091389,34.11091389,-83.28474722,-83.28474722
33.711975,33.711975,-84.22148333,-84.22148333
33.79715278,33.79715278,-83.913125,-83.913125
32.18184722,32.18184722,-81.355,-81.355
32.116025,32.116025,-82.145625,-82.145625
33.98150833,33.98150833,-83.37733333,-83.37733333
34.16285556,34.16285556,-84.51172222,-84.51172222
33.74075,33.74075,-85.27416111,-85.27416111
34.22625,34.22625,-83.00783056,-83.00783056
32.0737,32.0737,-81.07591944,-81.07591944
34.16813333,34.16813333,-84.24538611,-84.24538611
32.23054722,32.23054722,-81.63609722,-81.63609722
34.16697778,34.16697778,-83.95938056,-83.95938056
33.37738611,33.37738611,-83.83970833,-83.83970833
33.53881667,33.53881667,-83.31176667,-83.31176667
32.533225,32.533225,-82.90093611,-82.90093611
33.15386667,33.15386667,-84.12568889,-84.12568889
34.10428611,34.10428611,-84.85021111,-84.85021111
32.91748056,32.91748056,-84.85663333,-84.85663333
34.128325,34.128325,-85.33655833,-85.33655833
34.73149444,34.73149444,-83.92298889,-83.92298889
31.96236389,31.96236389,-82.35304722,-82.35304722
33.71634444,33.71634444,-84.58630556,-84.58630556
33.61235556,33.61235556,-83.93659722,-83.93659722
31.26166667,31.26166667,-83.74895833,-83.74895833
31.26214167,31.26214167,-83.23984722,-83.23984722
33.68711667,33.68711667,-85.240075,-85.240075
34.74982778,34.74982778,-84.53835278,-84.53835278
33.79720833,33.79720833,-84.64286944,-84.64286944
